dialogue_jean_41b,La laisser,
dialogue_jockey_1,"<portrait=explain>Nous avons besoin de toi, esclave ! Nous avons besoin d’une [img=16x16]res://entities/crate.png[/img] Caisse d’Approvisionnement, et donc vous devez en apporter un ici avant de quitter cet endroit.\nSinon, nous devrons vous abonner à un programme de formation de poney.",
dialogue_jockey_2,"Pour le moment présent, nous n’avons pas besoin de vous, alors sautez comme bon vous semble pour l’instant.",
dialogue_jockey_3,<portrait=glee>Bonne fille ! Nous utiliserons ces fournitures à bon escient contre d’autres esclaves !,
dialogue_jockey_4,"<portrait=irritated>Votre travail est d’apporter aux gens ce qu’ils veulent, pas de poser des questions ! Sortez-vous d’ici immédiatement, puis rentrez ici en temps opportun.",
dialogue_jockey_5,"<portrait=explain>Le contenu de ces caisses ne concerne que l’administration, et les esclaves qui porteront le contenu. Vous n’êtes pas un administrateur, et si ces éléments vous sont attribués, alors vous en connaîtrez la nature en temps voulu.",
dialogue_jockey_6,<portrait=chuffed>Il est considéré comme impoli d'insulter et de bâillonner vos paroles lorsqu’on parle à un supérieur.,
dialogue_jockey_7,"<portrait=chuffed>Vraiment, tu devrais être content.",
dialogue_jockey_8,"<portrait=explain>Ce qui arrive aux esclaves indisciplinés ne vous regarde pas. Tout ce que vous avez besoin de savoir, c’est que leur sort est [i]vraiment mauvais[/i], et vous feriez bien de l’éviter.",
dialogue_jockey_9,<portrait=explain>Nous ne voyons aucune raison pour que vous connaissiez l’identité de vos supérieurs. Tout ce que vous avez besoin de savoir, c’est que nous devons être obéis de peur que vous ne fassiez face à des punitions plus terribles.,
dialogue_jockey_10,<portrait=irritated>Nous notons que vous manquez encore de respect pour vos supérieurs. Nous vous offrons un cadeau dans l’espoir qu’il vous aidera à apprendre à traiter les gens correctement.,
dialogue_jockey_11,"<portrait=chuffed>Oui, nous ferons bon usage de ces fournitures...",
dialogue_jockey_12,"<portrait=explain>Esclave ! Écoute bien ! Nous avons un manque d’esclaves poneys dans cette installation, et donc nous VOUS choisissons pour approcher avec une offre de les rejoindre, avec la responsabilité de prendre des caisses d’approvisionnement de cette façon et cela.",
dialogue_jockey_13,<portrait=think>Rejoindrez-vous aujourd’hui nos rangs estimés mais décroissants de [u]Poneys[/u] ?,
dialogue_jockey_14,<portrait=irritated>Pah ! Tu vas languir à jamais et te décomposer sans nos conseils et notre direction. Honte à toi !,
dialogue_jockey_15,"<portrait=chuffed>Bonne fille ; votre premier travail à terminer immédiatement, est de saisir la [img=16x16]res://entities/crate.png[/img] Caisse de Ravitaillement de cet étage, et de nous l’apporter avant de partir ! Jusqu’à ce que vous enleviez le dernier de notre poney tack, vous remplirez le rôle et les tâches de la ponygirl !",
dialogue_jockey_16,<portrait=glee>Nous voyons que vous nous avez apporté à titre préventif la caisse nécessaire ! Cette prévision nous plaît car nous serons capables de faire rapidement un bon usage de l’esclave à l’intér- nous voulons dire les fournitures à l’intérieur,
dialogue_jockey_17,"<portrait=irritated>Tu n’as rien entendu de tel, esclave de poney, ni de nous ni de personne. Dans cette caisse, il n’y a rien d’autre que des matières premières ou des produits électroniques ou du grain non transformé ou quelque chose à cet effet.",
dialogue_jockey_18,<portrait=explain>Nous n’avons pas de tâches pour vous à l’heure actuelle, il semble que vous soyez trop occupé à remplir un autre rôle et ne pouvez pas prendre la responsabilité du Pony Slave.
dialogue_jockey_1a,Où est cette caisse ?,
dialogue_jockey_1b,Qu’est-ce qu’il y a dans la boîte ?,
dialogue_jockey_1c,Mmfffgh!?,
dialogue_jockey_2a,Mmmnnnn!,
dialogue_jockey_2b,Qui êtes-vous ?,
dialogue_jockey_2c,Pourquoi tes cheveux ressemblent-ils à une banane ?,
dialogue_jockey_3a,Qu’est-ce que tu vas faire avec eux ?,
dialogue_jockey_3b,Heureuse de vous aider!,
dialogue_jockey_3c,Mmpphhhghh,
dialogue_jockey_11a,Qu’est-ce que tu vas faire avec eux ?,
dialogue_jockey_11b,Heureuse de vous aider!,
dialogue_jockey_11c,Mmpphhhghh,
dialogue_jockey_16a,Esclave ?,
dialogue_jockey_16b,Heureuse de vous aider!,
dialogue_jockey_16c,Mmmppfffhh!,
dialogue_telephone_1,"<portrait=camera>La caméra, elle t’aime ! Qui que tu sois.",
dialogue_telephone_2,"<portrait=explain>Mais la caméra n’est pas notre maître. Le public, ils ont cet honneur. Et le public s’attend à voir les gens lutter !",
dialogue_telephone_3,"<portrait=camera>Vous devez mettre %s, vous présenter rapidement à la caméra là-bas, et lutter le plus délicieusement pour l’enlever. Mais échouer !",
dialogue_telephone_4,"Le public payant va adorer ça ! Et enfin NOUS serons le grand studio de cinéma ! Allez nous donner les images dont nous avons besoin !\nLumières, caméra...",
dialogue_telephone_5,Nous devons faire nos films pour suivre les demandes du marché partout où ils sont réalisés.,
dialogue_telephone_6,"<portrait=paper>Et selon ce script ici, le public du jour veut voir ses acteurs lutter dans le bondage !",
dialogue_telephone_7,"<portrait=camera>Tu dois te tenir devant la caméra là-bas et essayer de lutter pour enlever %s ! Et si vous échouez involontairement, le public payant viendra enfin en masse !\nLumières, caméra...",
dialogue_telephone_8,<portrait=paper>Le scénario de notre prochain film appelle à une compréhension et une résolution progressives des désaccords entre deux protagonistes afin qu’ils puissent s’unir contre une menace plus grande.,
dialogue_telephone_9,"<portrait=explain>Pah ! Écriture naïve ! Cela ne mettra pas les fesses sur les sièges, ni ne brisera le box-office ! De plus, nous avons besoin de photos de personnes luttant dans le bondage ! C’est là que vous entrez en jeu.",
dialogue_telephone_10,"<portrait=camera>Devant la caméra, vous devez essayer et échouer à sortir de %s ! Ensuite, le public payant viendra de loin pour voir notre grand film !",
dialogue_telephone_11,<portrait=despondent>Vous ne croiriez pas à quel point il est difficile de diriger un studio de cinéma culte d’esclaves. L’argent ne tient tout simplement pas la route.,
dialogue_telephone_12,<portrait=explain>Heureusement, elle m’a fait savoir que la secte aiderait à rendre les films plus populaires. J’ai peur de penser à quel point les chiffres seraient mauvais sans.,
dialogue_telephone_13,"<portrait=neut>Écoute, ça aiderait beaucoup si nous avions une photo de toi luttant pour enlever %s, mais échouant. Placez-vous dans le cadre devant la caméra et essayez sans succès de l’enlever.",
dialogue_telephone_14,"<portrait=explain>Vous avez le potentiel d’être une star de l’écran, mais il n’est pas encore réalisé ! Vous devez être développé correctement.",
dialogue_telephone_15,"<portrait=paper>Tu as de la chance cependant : Nous avons maintenant assez de budget pour t’asservir et te former en tant que grande et belle actrisse. Par conséquent, vous vous trouvez actuellement esclave de notre culte glorieux !",
dialogue_telephone_16,<portrait=explain>Votre visage attaché sera placardé partout dans les quartiers de la ville et notre billetterie débordera !,
dialogue_telephone_17,"<portrait=camera>Maintenant vas-y, et continue de te tortiller dans le bondage devant nos nombreuses caméras ! Action !",
dialogue_telephone_18,"<portrait=explain>Quand j’étais un jeune octogénaire, je pensais que le bon cinéma venait de l’âme du réalisateur. Réalisez sincèrement les films que vous souhaitez, et vous réussirez.",
dialogue_telephone_19,<portrait=accuse>Du grand n'importe quoi.,
dialogue_telephone_20,"<portrait=paper>Regardez la liste des meilleurs films de cette décennie. Tous impliquent de nombreuses filles liées sous un culte d’esclaves. Par conséquent, si nous suivons ce script, nous ferons un smash après le box-office!",
dialogue_telephone_21,"<portrait=explain>Les générations plus âgées peuvent nous apprendre beaucoup. Une femme de deux siècles mon aînée m’a appris à suivre le marché afin d’assurer le succès commercial, et nous a donné le budget pour y arriver.",
dialogue_telephone_22,"Tu as à peine terminé un tiers de ton premier siècle sur cette Terre. Par conséquent, tu n’as rien à m’apprendre. Mais tu peux apprendre de moi.",
dialogue_telephone_23,"Suivez la sagesse des foules. Vous n’êtes qu’une seule personne et des milliards de personnes dans cette ville en savent plus que vous ne pourriez jamais. Par conséquent, laissez de côté vos propres goûts et volonté.",
dialogue_telephone_24,<portrait=neut>Peut-être que notre onzième film sera le premier de ces smash,
dialogue_telephone_25,"<portrait=accuse>En gros, fais ce qu’on te dit.",
dialogue_telephone_26,"Salut, je suis Jenn. J’écris les scripts pour nos films. C’est difficile quand je dois travailler avec les morceaux aléatoires d’images sortant du donjon haha",
dialogue_telephone_27,<portrait=sigh>Personne n’aime vraiment faire des films comme celui-ci, je pense, mais bon si Jape veut, je vais accepter pour l’instant.,
dialogue_telephone_28,<portrait=giddy>J’avais l’habitude d’écrire des fanfics qui étaient biennnnn plus bizarres et cool. Peut-être que je pourrais le refaire un jour. Ou peut-être que nous ferons un film avec un scénario bizarre et cool !,
dialogue_telephone_29,<portrait=sigh>Bien mieux que de simplement faire la même chose encore et encore. L’esclave se fait capturer par le culte. Essaie de s’en sortir. Échoue. Pourquoi chaque film sont-ils comme ça maintenant ???,
dialogue_telephone_30,<portrait=accuse>Il se passe des choses amusantes ici. Ne pense pas que je ne le vois pas : Certains des esclaves transportent des choses sans mon avis ou celui de Jenn.,
dialogue_telephone_31,<portrait=camera>J’espère qu’ils préparent secrètement une fête surprise !,
dialogue_slave_deadlock,ALERTE !\nCet esclave a été condamné à rester enchaîné ici jusqu’à ce qu’il DEADLOCK l’équipement de quelqu’un !\nVous êtes invités à l’aider avec cela ou à la refuser et à partir, le choix est le vôtre.
# GADGETS,,
gadget_charge,Charge: %d / %d,
gadget_charge_rooms,%d / %d salles explorées,
gadget_charge_time,%d / %d seconds,
gadget_charge_uses,%d / %d utilisations restantes,
gadget_loot_bag_name,Sac de butin,
gadget_loot_bag_description,Vous sortez un nouveau consommable aléatoire. Qui sait ce que ce sera ?,
gadget_nine_tails_name,Neuf queues,
gadget_nine_tails_description,"Motivez-vous grâce au fouet, et gagnez plus de vitesse et d’endurance pendant une courte période",
gadget_cubic_die_name,Dé Cubique,
gadget_cubic_die_description,"Randomise chaque article porté, à l’exclusion de ceux qui sont verrouillés ou permalocked",
gadget_missing_poster_name,Affiche de disparition,
gadget_missing_poster_description,Disparaître pendant une courte période : caché et inaperçu par les ennemis,
gadget_periscope_name,Périscope,
gadget_periscope_description,Permet un point de vue plus élevé à partir duquel Eliza peut voir la forme de tout l'étage.,
gadget_sippy_straw_name,Paille à bec,
gadget_sippy_straw_description,"Sirotez une goutte de liquide du flacon actuellement en place, en glanant son effet sans le consommer",
gadget_free_gag_name,Gag gratuit,
gadget_free_gag_description,"Obtenez un bâillon gratuit, et une serrure pour le maintenir en place en toute sécurité",
gadget_keycard_name,Keycard,
gadget_keycard_description,"Utilisé automatiquement lors d'une tentative d'enlever un article electrolocké, et enlève son electrolock. Les caractéristiques de sécurité le rendent invalide après une utilisation",
gadget_duplicatron_name,Duplicatron,
gadget_duplicatron_description,"En exploitant le pouvoir de la magie blanche, le Duplicatron peut créer une nouvelle copie d’un coffre-surprise dans la même pièce",
gadget_net_gun_name,Lance-filet,
gadget_net_gun_description,Tous les ennemis dans la salle sont infligés avec des filets qui les maintiennent fermement en place pendant une courte période,
gadget_film_camera_name,Appareil argentique,
gadget_film_camera_description,"Cet appareil photo pour une raison quelconque a un flash, et il est lumineux et assez soudain pour que tous les ennemis dans la pièce tombent par surprise.",
gadget_beans_on_toast_name,Haricots sur toast,
gadget_beans_on_toast_description,Une délicatesse étrangère efficace qui augmente l’endurance de tous ceux qui la mangent,
gadget_haggis_name,Haggis,
gadget_haggis_description,"Une lourde délicatesse étrangère qui améliore les capacités défensives de quelqu’un, leur permettant de résister à certaines tentatives de les lier",
gadget_cornish_pasty_name,Pâté en croûte cornouaillais,
gadget_cornish_pasty_description,Une délicatesse étrangère qui améliore la vitesse de mouvement et la régénération de la santé de ceux qui la mangent,
gadget_yorkshire_pudding_name,Yorkshire pudding,
gadget_yorkshire_pudding_description,Une délicatesse étrangère réconfortante qui provoque un état détendu dans lequel les fixations sont plus faciles à enlever,
gadget_bangers_and_mash_name,Saucisse purée,
gadget_bangers_and_mash_description,Une friandise étrangère explosive qui fait apparaître des saucisses explosives à proximité de ceux qui la consomment.,
gadget_mammoth_steak_name,Steak mammouth,
gadget_mammoth_steak_description,"Un morceau du premier et seul mammouth à exister depuis de nombreux millénaires. Accorde une courte poussée de force sur la consommation, augmentant la capacité à supprimer les liens et à endommager les adversaires.",
# EDITORS,,
event_blocks,Blocs d’événements,
instance_variables,Variables d'instance,
default_value,Valeur par défaut,
add_new,Ajouter nouveau,
# MISC,,
items_title,Article\n{{select_items}} pour sélectionner,
bar_stamina,ENDURANCE,
bar_hp,PV,
debug_open,F3 pour accéder au menu de débogage,
debug_close,Menu de débogage – F3 pour fermer,
copy_log,Copier le journal,
ending_list,Fins atteintes : %s,
ending_freedom,Liberté,
ending_freedom_text,"Et ainsi, la jeune Eliza a pu briser ses liens, abandonner ses entraves, briser ses chaînes et écraser ses menottes.\n\nFin Liberté accomplie !",
ending_maid,Femme de chambre,
ending_maid_text,Et la si jeune Eliza se retrouva à jamais enfermée dans le costume de la servante involontaire. Elle continuerait à garder les donjons du Culte du Défi immaculés et impeccables pendant une période indéterminée de nombreuses années.\n\nFin Femme de chambre atteinte !,
ending_pony,Poney,
ending_pony_text,"Lo, Eliza se retrouva à jamais vêtue de la robe et du harnachement du destrier humain. Chargé chaque jour de porter une personne ou des provisions à cet endroit ou cela, incapable de dire un mot d’objection ni d’utiliser les outils portatifs des humains.\n\nFin poney atteinte !",
ending_rip,Mort,
ending_rip_text,"Et ainsi, notre noble héros Eliza a péri à la mort.\nNous pleurons tous pour sa mort, car elle est arrivée trop tôt dans la fleur de l’âge.\nHélas, tout ce que nous pouvons faire maintenant, c’est commencer un autre jeu de The Bondage Of Eliza, celui dans lequel Eliza vit toujours, et prétendre que cette mort n’a jamais eu lieu.\nQuelle mort ? Je suis assez certain que personne appelée Eliza n’est jamais morte dans ces prémisses ! Cette tombe ? Une simple ornementation, une décoration sinistre. Vos questions n’ont aucun pouvoir ici, monsieur l’inspecteur de la mort !\nDe toute façon ouais joue une autre course ou arrête, comme tu veux",
ending_cognitor,Cognitor,
ending_cognitor_text,"Quelqu’un doit choquer les esclaves indisciplinés et activer les divers gadgets et doodads que chacun est obligé de porter, et c’est le destin d’Eliza de rejoindre les rangs des Cognitors, qui prennent ce devoir. Pour toujours, elle sera nourrie d’un flux en direct via son masque de ce que font les autres esclaves, et aura le pouvoir de les punir et de les récompenser.\nMais pour faire un tel travail, il ne faut ni marcher ni se déplacer nulle part, et ainsi elle restera sous la terre, incapable de bouger, indéfiniment.\n\nFin Cognitor atteinte !",
main_menu_begin,Commencer,
main_menu_options,Options,
main_menu_editor,Éditeur,
main_menu_egress,Retour,
main_menu_title,Le Bondage d'Eliza,
removal_attempt_shake,Tu essaies de secouer le %s,
removal_attempt_fine,Tu penses pouvoir détacher le %s,
removal_attempt_destroy,Tu essaieras de détruire le %s,
removal_impossible_shake,Le %s est trop serré pour s’en débarrasser,
removal_impossible_fine,Tu es complètement incapable de manipuler le %s,
removal_impossible_destroy,Le %s résiste à vos tentatives de le déstructions,
removal_impossible_solve,Vous ne pouvez pas comprendre comment supprimer le %s,
removal_failure_shake,Tu n’as pas réussi à secouer le %s,
removal_failure_fine,Tu n’as pas réussi à défaire le %s,
removal_failure_destroy,Le %s est indemne de vos attaques,
removal_failure_solve,Vous échouez à comprendre le %s,
lock_type_none,Pas de verrou,
lock_type_0,Serrure de base,
lock_type_1,Electrolock,
lock_type_2,Deadlock,
lock_type_3,Permalock,
lock_0,Verrouillé,
lock_1,Electrolocké,
lock_2,Deadlocké,
lock_3,Permalocké,
lock_failure_0,N'a pas les clés nécessaires,
lock_failure_1,Pas de keycard correspondante,
lock_failure_2,Aucun moyen évident de débloquer,
lock_failure_3,impossible à déverrouiller,
don_failure_block,Impossible de mettre %s : l'emplacement est bloqué par %s,
no_item,Aucun élément tel que %s,
enter_build_mode,Modifier,
expel_intruders,Expulser les intrus,
no_intruders,Aucun intrus détecté,
build_title,MODE CONSTRUCTION,
build_select,{{use_consumable}} et {{interact}} pour sélectionner,
build_deploy,{{attack}} pour déployer,
build_consume,{{sprint}} pour consommer,
build_exit,{{map}} pour sortir,
lockdown,Confinement,
unlockdown,Déconfinement,
new_furniture,Nouveaux meubles disponibles !,
new_music,Enregistrement de musique déverrouillé !,
floor_home,Maison,
floor_0,Profondeurs,
floor_1,Archive,
floor_2,Robozone,
floor_stables,Écuries,
music_homebound_name,Homebound,
music_bondage_of_eliza_name,The Bondage of Eliza,
music_cult_of_challenge_name,The Cult of Challenge,
music_white_archive_name,White Archive,
music_contraptions_name,Contraptions,
music_horsepower_name,Horsepower,
loading_assets,Chargement des ressources...,
new_game,Nouvelle partie,
save_name,Nom de la sauvegarde,
intro_text,"Votre nom ? ELIZA. Votre objectif ? Eh bien...\nCe matin, tu t’es réveillé avec cet engin métallique absurde sur tout\ntorse, te tirant vers le bas avec son poids et comprimant ta taille inconfortablement.\nVous avez été incapable de le retirer, ou même de l’endommager de manière significative.\nCe qui vous a également été donné, c’est un message : 'Pour retirer la Control Suit, entrez dans le repaire du Cult of Challenge.'\nVous n’avez pas entendu parler de ce culte d’esclaves en particulier, ou de ce que vous supposez être un culte d’esclaves, mais interagir avec une telle organisation vous donne des frissons.\nPourtant, que vas-tu faire d’autre que de tenter l’expérience ?\n\n[Sortez après le tapis de bienvenue pour visiter l'Antre]",
menu_text,Le jeu n’est pas en pause mais voici un menu quand même !,
pause_text,Jeu mis en pause !,
dead_key_combine,Toutes vos pièces de clé morte se combinent pour former UNE SEULE CLÉ MORTE !,
dead_key_piece_gain,Morceau de clé morte acquise !,
deadlock_what,Deadlock quoi ?,
poor_behaviour_lock,"En raison d’un mauvais comportement, l’un de vos articles a été Electrolocké.",
cognitor_enter,Entrer en service en tant qu’esclave Cognitor,
cognitor_exit,Se retirer du service Cognitor,
cognitor_enter_description,"Tant que vous serez dans nos rangs en tant que Cognitor, le masque que vous porterez sera une partie irremplaçable de vous.",
cognitor_exit_description,"Demande acceptée, vous pouvez prendre votre retraite.",
cognitor_claim,Réclamer des articles de Cognitor,
cognitor_task_announcement,"Alerte !\nIl y a un esclave à cet étage qui a été irrespectueux et doit recevoir une [u]Cage d’échec[/u], que nous avons fournie.\nLa pièce dans laquelle cet esclave réside a été mise en évidence sur la carte pour votre commodité.",
cognitor_task_description,Un esclave doit recevoir une cage d’échec !,
cognitor_doff_warning,"Vous êtes béni de porter le vêtement autoritaire d’un Cognitor du Culte du défi ! La suppression de ces choses sera considérée comme une grave insulte, et s’accompagnera de lourdes pénalités contre vos crédits Cult.",
credit_count,Crédits Cult : %s,
credit_progress,Crédits Cult : %s/%s,
credit_gain,%+d Crédits Cult !,
current_track,Piste actuelle : %s,
ending_track,Piste de fin,
ending_select_title,Sélectionnez la fin pour voir,
no_ending,Rien à la télévision :-(,
key_grab_instruction,{{ui_accept}} pour attraper la clé !,
chain_instruction,"{{move_left}}/{{move_right}} pour viser, {{ui_accept}} pour atteindre le point faible !",
chain_remaining,%s liens restants,
balance_instruction,Gardez-le équilibré avec {{ui_accept}} !,
bondage_blocked,Bondage bloqué !,
sticky_note_create,Écrir sur un post-it,
